Code 1,Code Description Text,Full Description text,length
A439,"NOCARDIOSIS, UNSPECIFIED","NOCARDIOSIS, UNSPECIFIED",4
A44,BARTONELLOSIS,BARTONELLOSIS,3
A440,SYSTEMIC BARTONELLOSIS,SYSTEMIC BARTONELLOSIS,4
A441,CUTANEOUS AND MUCOCUTANEOUS BARTONELLOSIS,CUTANEOUS AND MUCOCUTANEOUS BARTONELLOSIS,4
A448,OTHER FORMS OF BARTONELLOSIS,OTHER FORMS OF BARTONELLOSIS,4
A449,"BARTONELLOSIS, UNSPECIFIED","BARTONELLOSIS, UNSPECIFIED",4
A46,ERYSIPELAS,ERYSIPELAS,3
A46X,ERYSIPELAS,ERYSIPELAS,4
A48,"OTHER BACTERIAL DISEASES, NOT ELSEWHERE CLASSIFIED","OTHER BACTERIAL DISEASES, NOT ELSEWHERE CLASSIFIED",3
A480,GAS GANGRENE,GAS GANGRENE,4
A481,LEGIONNAIRES' DISEASE,LEGIONNAIRES' DISEASE,4
A482,NONPNEUMONIC LEGIONNAIRES' DISEASE [PONTIAC FEVER],NONPNEUMONIC LEGIONNAIRES' DISEASE [PONTIAC FEVER],4
A483,TOXIC SHOCK SYNDROME,TOXIC SHOCK SYNDROME,4
A484,BRAZILIAN PURPURIC FEVER,BRAZILIAN PURPURIC FEVER,4
A488,OTHER SPECIFIED BACTERIAL DISEASES,OTHER SPECIFIED BACTERIAL DISEASES,4
A49,BACTERIAL INFECTION OF UNSPECIFIED SITE,BACTERIAL INFECTION OF UNSPECIFIED SITE,3
A490,"STAPHYLOCOCCAL INFECTION, UNSPECIFIED SITE","STAPHYLOCOCCAL INFECTION, UNSPECIFIED SITE",4
A4900,"STAPHYLOCOCCAL INFECTION, UNSPECIFIED SITE, NOT MRSA","STAPHYLOCOCCAL INFECTION, UNSPECIFIED SITE, NOT MRSA",5
A4901,"STAPHYLOCOCCAL INFECTION  UNSPEC SITE, MRSA IDENT BEFORE ADM TO THIS EP","STAPHYLOCOCCAL INFECTION  UNSPEC SITE, MRSA IDENT BEFORE ADM TO THIS EP",5
A4902,"STAPHYLOCOCCAL INFECTION, UNSPEC SITE, MRSA IDENT AFTER ADM TO THIS EPISOD","STAPHYLOCOCCAL INFECTION, UNSPEC SITE, MRSA IDENT AFTER ADM TO THIS EPISOD",5
A4903,"STAPHYLOCOCCAL INFECTION, UNSPEC SITE, MRSA NOT KNOWN WHEN IDENTIFIED","STAPHYLOCOCCAL INFECTION, UNSPEC SITE, MRSA NOT KNOWN WHEN IDENTIFIED",5
A4909,"STAPHYLOCOCCAL INFECTION, UNSPECIFIED SITE, NOT KNOWN WHETHER MRSA","STAPHYLOCOCCAL INFECTION, UNSPECIFIED SITE, NOT KNOWN WHETHER MRSA",5
A491,"STREPTOCOCCAL AND ENTEROCOCCAL INFECTION, UNSPECIFIED SITE","STREPTOCOCCAL AND ENTEROCOCCAL INFECTION, UNSPECIFIED SITE",4
A492,"HAEMOPHILUS INFLUENZAE INFECTION, UNSPECIFIED SITE","HAEMOPHILUS INFLUENZAE INFECTION, UNSPECIFIED SITE",4
A493,"MYCOPLASMA INFECTION, UNSPECIFIED SITE","MYCOPLASMA INFECTION, UNSPECIFIED SITE",4
A498,OTHER BACTERIAL INFECTIONS OF UNSPECIFIED SITE,OTHER BACTERIAL INFECTIONS OF UNSPECIFIED SITE,4
A499,"BACTERIAL INFECTION, UNSPECIFIED","BACTERIAL INFECTION, UNSPECIFIED",4
A50,CONGENITAL SYPHILIS,CONGENITAL SYPHILIS,3
A500,"EARLY CONGENITAL SYPHILIS, SYMPTOMATIC","EARLY CONGENITAL SYPHILIS, SYMPTOMATIC",4
A501,"EARLY CONGENITAL SYPHILIS, LATENT","EARLY CONGENITAL SYPHILIS, LATENT",4
A502,"EARLY CONGENITAL SYPHILIS, UNSPECIFIED","EARLY CONGENITAL SYPHILIS, UNSPECIFIED",4
A503,LATE CONGENITAL SYPHILITIC OCULOPATHY,LATE CONGENITAL SYPHILITIC OCULOPATHY,4
A504,LATE CONGENITAL NEUROSYPHILIS [JUVENILE NEUROSYPHILIS],LATE CONGENITAL NEUROSYPHILIS [JUVENILE NEUROSYPHILIS],4
A505,"OTHER LATE CONGENITAL SYPHILIS, SYMPTOMATIC","OTHER LATE CONGENITAL SYPHILIS, SYMPTOMATIC",4
A506,"LATE CONGENITAL SYPHILIS, LATENT","LATE CONGENITAL SYPHILIS, LATENT",4
A507,"LATE CONGENITAL SYPHILIS, UNSPECIFIED","LATE CONGENITAL SYPHILIS, UNSPECIFIED",4
A509,"CONGENITAL SYPHILIS, UNSPECIFIED","CONGENITAL SYPHILIS, UNSPECIFIED",4
A51,EARLY SYPHILIS,EARLY SYPHILIS,3
A510,PRIMARY GENITAL SYPHILIS,PRIMARY GENITAL SYPHILIS,4
A511,PRIMARY ANAL SYPHILIS,PRIMARY ANAL SYPHILIS,4
A512,PRIMARY SYPHILIS OF OTHER SITES,PRIMARY SYPHILIS OF OTHER SITES,4
A513,SECONDARY SYPHILIS OF SKIN AND MUCOUS MEMBRANES,SECONDARY SYPHILIS OF SKIN AND MUCOUS MEMBRANES,4
A514,OTHER SECONDARY SYPHILIS,OTHER SECONDARY SYPHILIS,4
A515,"EARLY SYPHILIS, LATENT","EARLY SYPHILIS, LATENT",4
A519,"EARLY SYPHILIS, UNSPECIFIED","EARLY SYPHILIS, UNSPECIFIED",4
A52,LATE SYPHILIS,LATE SYPHILIS,3
A520,CARDIOVASCULAR SYPHILIS,CARDIOVASCULAR SYPHILIS,4
A521,SYMPTOMATIC NEUROSYPHILIS,SYMPTOMATIC NEUROSYPHILIS,4
A522,ASYMPTOMATIC NEUROSYPHILIS,ASYMPTOMATIC NEUROSYPHILIS,4
A523,"NEUROSYPHILIS, UNSPECIFIED","NEUROSYPHILIS, UNSPECIFIED",4
A527,OTHER SYMPTOMATIC LATE SYPHILIS,OTHER SYMPTOMATIC LATE SYPHILIS,4
A528,"LATE SYPHILIS, LATENT","LATE SYPHILIS, LATENT",4
A529,"LATE SYPHILIS, UNSPECIFIED","LATE SYPHILIS, UNSPECIFIED",4
A53,OTHER AND UNSPECIFIED SYPHILIS,OTHER AND UNSPECIFIED SYPHILIS,3
A530,"LATENT SYPHILIS, UNSPECIFIED AS EARLY OR LATE","LATENT SYPHILIS, UNSPECIFIED AS EARLY OR LATE",4
A539,"SYPHILIS, UNSPECIFIED","SYPHILIS, UNSPECIFIED",4
A54,GONOCOCCAL INFECTION,GONOCOCCAL INFECTION,3
A540,G.C. INFECTION OF LOWER GU TRACT W/O PERIURETHRAL OR ACC GLAND ABSCESS,GONOCOCCAL INFECTION OF LOWER GENITOURINARY TRACT WITHOUT PERIURETHRAL OR ACCESSORY GLAND ABSCESS,4
A541,G.C. INFECTION OF LOWER GU TRACT WITH PERIURETHRAL AND ACC GLAND ABSCESS,GONOCOCCAL INFECTION OF LOWER GENITOURINARY TRACT WITH PERIURETHRAL AND ACCESSORY GLAND ABSCESS,4
A542,GONOCOCCAL PELVIPERITONITIS AND OTHER GONOCOCCAL GENITOURINARY INFECTIONS,GONOCOCCAL PELVIPERITONITIS AND OTHER GONOCOCCAL GENITOURINARY INFECTIONS,4
A543,GONOCOCCAL INFECTION OF EYE,GONOCOCCAL INFECTION OF EYE,4
A544,GONOCOCCAL INFECTION OF MUSCULOSKELETAL SYSTEM,GONOCOCCAL INFECTION OF MUSCULOSKELETAL SYSTEM,4
A545,GONOCOCCAL PHARYNGITIS,GONOCOCCAL PHARYNGITIS,4
A546,GONOCOCCAL INFECTION OF ANUS AND RECTUM,GONOCOCCAL INFECTION OF ANUS AND RECTUM,4
A548,OTHER GONOCOCCAL INFECTIONS,OTHER GONOCOCCAL INFECTIONS,4
A549,"GONOCOCCAL INFECTION, UNSPECIFIED","GONOCOCCAL INFECTION, UNSPECIFIED",4
A55,CHLAMYDIAL LYMPHOGRANULOMA (VENEREUM),CHLAMYDIAL LYMPHOGRANULOMA (VENEREUM),3
A55X,CHLAMYDIAL LYMPHOGRANULOMA (VENEREUM),CHLAMYDIAL LYMPHOGRANULOMA (VENEREUM),4
A56,OTHER SEXUALLY TRANSMITTED CHLAMYDIAL DISEASES,OTHER SEXUALLY TRANSMITTED CHLAMYDIAL DISEASES,3
A560,CHLAMYDIAL INFECTION OF LOWER GENITOURINARY TRACT,CHLAMYDIAL INFECTION OF LOWER GENITOURINARY TRACT,4
A561,CHLAMYDIAL INFECTION OF PELVIPERITONEUM AND OTHER GENITOURINARY ORGANS,CHLAMYDIAL INFECTION OF PELVIPERITONEUM AND OTHER GENITOURINARY ORGANS,4
A562,"CHLAMYDIAL INFECTION OF GENITOURINARY TRACT, UNSPECIFIED","CHLAMYDIAL INFECTION OF GENITOURINARY TRACT, UNSPECIFIED",4
A563,CHLAMYDIAL INFECTION OF ANUS AND RECTUM,CHLAMYDIAL INFECTION OF ANUS AND RECTUM,4
A564,CHLAMYDIAL INFECTION OF PHARYNX,CHLAMYDIAL INFECTION OF PHARYNX,4
A568,SEXUALLY TRANSMITTED CHLAMYDIAL INFECTION OF OTHER SITES,SEXUALLY TRANSMITTED CHLAMYDIAL INFECTION OF OTHER SITES,4
A57,CHANCROID,CHANCROID,3
A57X,CHANCROID,CHANCROID,4
A58,GRANULOMA INGUINALE,GRANULOMA INGUINALE,3
A58X,GRANULOMA INGUINALE,GRANULOMA INGUINALE,4
A59,TRICHOMONIASIS,TRICHOMONIASIS,3
A590,UROGENITAL TRICHOMONIASIS,UROGENITAL TRICHOMONIASIS,4
A598,TRICHOMONIASIS OF OTHER SITES,TRICHOMONIASIS OF OTHER SITES,4
A599,"TRICHOMONIASIS, UNSPECIFIED","TRICHOMONIASIS, UNSPECIFIED",4
A60,ANOGENITAL HERPESVIRAL [HERPES SIMPLEX] INFECTIONS,ANOGENITAL HERPESVIRAL [HERPES SIMPLEX] INFECTIONS,3
A600,HERPESVIRAL INFECTION OF GENITALIA AND UROGENITAL TRACT,HERPESVIRAL INFECTION OF GENITALIA AND UROGENITAL TRACT,4
A601,HERPESVIRAL INFECTION OF PERIANAL SKIN AND RECTUM,HERPESVIRAL INFECTION OF PERIANAL SKIN AND RECTUM,4
A609,"ANOGENITAL HERPESVIRAL INFECTION, UNSPECIFIED","ANOGENITAL HERPESVIRAL INFECTION, UNSPECIFIED",4
A63,"OTHER PREDOMINANTLY SEXUALLY TRANSMITTED DISEASES, NEC","OTHER PREDOMINANTLY SEXUALLY TRANSMITTED DISEASES, NOT ELSEWHERE CLASSIFIED",3
A630,ANOGENITAL (VENEREAL) WARTS,ANOGENITAL (VENEREAL) WARTS,4
A638,OTHER SPECIFIED PREDOMINANTLY SEXUALLY TRANSMITTED DISEASES,OTHER SPECIFIED PREDOMINANTLY SEXUALLY TRANSMITTED DISEASES,4
A64,UNSPECIFIED SEXUALLY TRANSMITTED DISEASE,UNSPECIFIED SEXUALLY TRANSMITTED DISEASE,3
A64X,UNSPECIFIED SEXUALLY TRANSMITTED DISEASE,UNSPECIFIED SEXUALLY TRANSMITTED DISEASE,4
A65,OTHER SPIROCHAETAL DISEASES,OTHER SPIROCHAETAL DISEASES,3
A65X,NONVENEREAL SYPHILIS,NONVENEREAL SYPHILIS,4
A66,YAWS,YAWS,3
A660,INITIAL LESIONS OF YAWS,INITIAL LESIONS OF YAWS,4
A661,MULTIPLE PAPILLOMATA AND WET CRAB YAWS,MULTIPLE PAPILLOMATA AND WET CRAB YAWS,4
A662,OTHER EARLY SKIN LESIONS OF YAWS,OTHER EARLY SKIN LESIONS OF YAWS,4
A663,HYPERKERATOSIS OF YAWS,HYPERKERATOSIS OF YAWS,4
A664,GUMMATA AND ULCERS OF YAWS,GUMMATA AND ULCERS OF YAWS,4
A665,GANGOSA,GANGOSA,4
A666,BONE AND JOINT LESIONS OF YAWS,BONE AND JOINT LESIONS OF YAWS,4
A667,OTHER MANIFESTATIONS OF YAWS,OTHER MANIFESTATIONS OF YAWS,4
A668,LATENT YAWS,LATENT YAWS,4
A669,"YAWS, UNSPECIFIED","YAWS, UNSPECIFIED",4
A67,PINTA [CARATE],PINTA [CARATE],3
A670,PRIMARY LESIONS OF PINTA,PRIMARY LESIONS OF PINTA,4
A671,INTERMEDIATE LESIONS OF PINTA,INTERMEDIATE LESIONS OF PINTA,4
A672,LATE LESIONS OF PINTA,LATE LESIONS OF PINTA,4
A673,MIXED LESIONS OF PINTA,MIXED LESIONS OF PINTA,4
A679,"PINTA, UNSPECIFIED","PINTA, UNSPECIFIED",4
A68,RELAPSING FEVERS,RELAPSING FEVERS,3
A680,LOUSE-BORNE RELAPSING FEVER,LOUSE-BORNE RELAPSING FEVER,4
A681,TICK-BORNE RELAPSING FEVER,TICK-BORNE RELAPSING FEVER,4
A689,"RELAPSING FEVER, UNSPECIFIED","RELAPSING FEVER, UNSPECIFIED",4
A69,OTHER SPIROCHAETAL INFECTIONS,OTHER SPIROCHAETAL INFECTIONS,3
A690,NECROTIZING ULCERATIVE STOMATITIS,NECROTIZING ULCERATIVE STOMATITIS,4
A691,OTHER VINCENT'S INFECTIONS,OTHER VINCENT'S INFECTIONS,4
A692,LYME DISEASE,LYME DISEASE,4
A698,OTHER SPECIFIED SPIROCHAETAL INFECTIONS,OTHER SPECIFIED SPIROCHAETAL INFECTIONS,4
A699,"SPIROCHAETAL INFECTION, UNSPECIFIED","SPIROCHAETAL INFECTION, UNSPECIFIED",4
A70,OTHER DISEASES CAUSED BY CHLAMYDIAE,OTHER DISEASES CAUSED BY CHLAMYDIAE,3
A70X,CHLAMYDIA PSITTACI INFECTION,CHLAMYDIA PSITTACI INFECTION,4
A71,TRACHOMA,TRACHOMA,3
A710,INITIAL STAGE OF TRACHOMA,INITIAL STAGE OF TRACHOMA,4
A711,ACTIVE STAGE OF TRACHOMA,ACTIVE STAGE OF TRACHOMA,4
A719,"TRACHOMA, UNSPECIFIED","TRACHOMA, UNSPECIFIED",4
A74,OTHER DISEASES CAUSED BY CHLAMYDIAE,OTHER DISEASES CAUSED BY CHLAMYDIAE,3
A740,CHLAMYDIAL CONJUNCTIVITIS,CHLAMYDIAL CONJUNCTIVITIS,4
A748,OTHER CHLAMYDIAL DISEASES,OTHER CHLAMYDIAL DISEASES,4
A749,"CHLAMYDIAL INFECTION, UNSPECIFIED","CHLAMYDIAL INFECTION, UNSPECIFIED",4
A75,TYPHUS FEVER,TYPHUS FEVER,3
A750,EPIDEMIC LOUSE-BORNE TYPHUS FEVER DUE TO RICKETTSIA PROWAZEKII,EPIDEMIC LOUSE-BORNE TYPHUS FEVER DUE TO RICKETTSIA PROWAZEKII,4
A751,RECRUDESCENT TYPHUS [BRILL'S DISEASE],RECRUDESCENT TYPHUS [BRILL'S DISEASE],4
A752,TYPHUS FEVER DUE TO RICKETTSIA TYPHI,TYPHUS FEVER DUE TO RICKETTSIA TYPHI,4
A753,TYPHUS FEVER DUE TO RICKETTSIA TSUTSUGAMUSHI,TYPHUS FEVER DUE TO RICKETTSIA TSUTSUGAMUSHI,4
A759,"TYPHUS FEVER, UNSPECIFIED","TYPHUS FEVER, UNSPECIFIED",4
A77,SPOTTED FEVER [TICK-BORNE RICKETTSIOSES],SPOTTED FEVER [TICK-BORNE RICKETTSIOSES],3
A770,SPOTTED FEVER DUE TO RICKETTSIA RICKETTSII,SPOTTED FEVER DUE TO RICKETTSIA RICKETTSII,4
A771,SPOTTED FEVER DUE TO RICKETTSIA CONORII,SPOTTED FEVER DUE TO RICKETTSIA CONORII,4
A772,SPOTTED FEVER DUE TO RICKETTSIA SIBIRICA,SPOTTED FEVER DUE TO RICKETTSIA SIBIRICA,4
A773,SPOTTED FEVER DUE TO RICKETTSIA AUSTRALIS,SPOTTED FEVER DUE TO RICKETTSIA AUSTRALIS,4
A778,OTHER SPOTTED FEVERS,OTHER SPOTTED FEVERS,4
A779,"SPOTTED FEVER, UNSPECIFIED","SPOTTED FEVER, UNSPECIFIED",4
A78,Q FEVER,Q FEVER,3
A78X,Q FEVER,Q FEVER,4
A79,OTHER RICKETTSIOSES,OTHER RICKETTSIOSES,3
A790,TRENCH FEVER,TRENCH FEVER,4
A791,RICKETTSIALPOX DUE TO RICKETTSIA AKARI,RICKETTSIALPOX DUE TO RICKETTSIA AKARI,4
A798,OTHER SPECIFIED RICKETTSIOSES,OTHER SPECIFIED RICKETTSIOSES,4
A799,"RICKETTSIOSIS, UNSPECIFIED","RICKETTSIOSIS, UNSPECIFIED",4
A80,ACUTE POLIOMYELITIS,ACUTE POLIOMYELITIS,3
A800,"ACUTE PARALYTIC POLIOMYELITIS, VACCINE-ASSOCIATED","ACUTE PARALYTIC POLIOMYELITIS, VACCINE-ASSOCIATED",4
A801,"ACUTE PARALYTIC POLIOMYELITIS, WILD VIRUS, IMPORTED","ACUTE PARALYTIC POLIOMYELITIS, WILD VIRUS, IMPORTED",4
A802,"ACUTE PARALYTIC POLIOMYELITIS, WILD VIRUS, INDIGENOUS","ACUTE PARALYTIC POLIOMYELITIS, WILD VIRUS, INDIGENOUS",4
A803,"ACUTE PARALYTIC POLIOMYELITIS, OTHER AND UNSPECIFIED","ACUTE PARALYTIC POLIOMYELITIS, OTHER AND UNSPECIFIED",4
A804,ACUTE NONPARALYTIC POLIOMYELITIS,ACUTE NONPARALYTIC POLIOMYELITIS,4
A809,"ACUTE POLIOMYELITIS, UNSPECIFIED","ACUTE POLIOMYELITIS, UNSPECIFIED",4
A81,ATYPICAL VIRUS INFECTIONS OF CENTRAL NERVOUS SYSTEM,ATYPICAL VIRUS INFECTIONS OF CENTRAL NERVOUS SYSTEM,3
A810,CREUTZFELDT-JAKOB DISEASE,CREUTZFELDT-JAKOB DISEASE,4
A811,SUBACUTE SCLEROSING PANENCEPHALITIS,SUBACUTE SCLEROSING PANENCEPHALITIS,4
A812,PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY,PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY,4
A818,OTHER SLOW VIRUS INFECTIONS OF CENTRAL NERVOUS SYSTEM,OTHER ATYPICAL VIRUS INFECTIONS OF CENTRAL NERVOUS SYSTEM,4
A819,"SLOW VIRUS INFECTION OF CENTRAL NERVOUS SYSTEM, UNSPECIFIED","ATYPICAL VIRUS INFECTION OF CENTRAL NERVOUS SYSTEM, UNSPECIFIED",4
A82,RABIES,RABIES,3
A820,SYLVATIC RABIES,SYLVATIC RABIES,4
A821,URBAN RABIES,URBAN RABIES,4
A829,"RABIES, UNSPECIFIED","RABIES, UNSPECIFIED",4
A83,MOSQUITO-BORNE VIRAL ENCEPHALITIS,MOSQUITO-BORNE VIRAL ENCEPHALITIS,3
A830,JAPANESE ENCEPHALITIS,JAPANESE ENCEPHALITIS,4
A831,WESTERN EQUINE ENCEPHALITIS,WESTERN EQUINE ENCEPHALITIS,4
A832,EASTERN EQUINE ENCEPHALITIS,EASTERN EQUINE ENCEPHALITIS,4
A833,ST LOUIS ENCEPHALITIS,ST LOUIS ENCEPHALITIS,4
A834,AUSTRALIAN ENCEPHALITIS,AUSTRALIAN ENCEPHALITIS,4
A835,CALIFORNIA ENCEPHALITIS,CALIFORNIA ENCEPHALITIS,4
A836,ROCIO VIRUS DISEASE,ROCIO VIRUS DISEASE,4
A838,OTHER MOSQUITO-BORNE VIRAL ENCEPHALITIS,OTHER MOSQUITO-BORNE VIRAL ENCEPHALITIS,4
A839,"MOSQUITO-BORNE VIRAL ENCEPHALITIS, UNSPECIFIED","MOSQUITO-BORNE VIRAL ENCEPHALITIS, UNSPECIFIED",4
A84,TICK-BORNE VIRAL ENCEPHALITIS,TICK-BORNE VIRAL ENCEPHALITIS,3
A840,FAR EASTERN TICK-BORNE ENCEPHALITIS [RUSSIAN SPRING-SUMMER ENCEPHALITIS],FAR EASTERN TICK-BORNE ENCEPHALITIS [RUSSIAN SPRING-SUMMER ENCEPHALITIS],4
A841,CENTRAL EUROPEAN TICK-BORNE ENCEPHALITIS,CENTRAL EUROPEAN TICK-BORNE ENCEPHALITIS,4
A848,OTHER TICK-BORNE VIRAL ENCEPHALITIS,OTHER TICK-BORNE VIRAL ENCEPHALITIS,4
A849,"TICK-BORNE VIRAL ENCEPHALITIS, UNSPECIFIED","TICK-BORNE VIRAL ENCEPHALITIS, UNSPECIFIED",4
A85,"OTHER VIRAL ENCEPHALITIS, NOT ELSEWHERE CLASSIFIED","OTHER VIRAL ENCEPHALITIS, NOT ELSEWHERE CLASSIFIED",3
A850,ENTEROVIRAL ENCEPHALITIS,ENTEROVIRAL ENCEPHALITIS,4
A851,ADENOVIRAL ENCEPHALITIS,ADENOVIRAL ENCEPHALITIS,4
A852,"ARTHROPOD-BORNE VIRAL ENCEPHALITIS, UNSPECIFIED","ARTHROPOD-BORNE VIRAL ENCEPHALITIS, UNSPECIFIED",4
A858,OTHER SPECIFIED VIRAL ENCEPHALITIS,OTHER SPECIFIED VIRAL ENCEPHALITIS,4
A86,UNSPECIFIED VIRAL ENCEPHALITIS,UNSPECIFIED VIRAL ENCEPHALITIS,3
A86X,UNSPECIFIED VIRAL ENCEPHALITIS,UNSPECIFIED VIRAL ENCEPHALITIS,4
A87,VIRAL MENINGITIS,VIRAL MENINGITIS,3
A870,ENTEROVIRAL MENINGITIS,ENTEROVIRAL MENINGITIS,4
A871,ADENOVIRAL MENINGITIS,ADENOVIRAL MENINGITIS,4
A872,LYMPHOCYTIC CHORIOMENINGITIS,LYMPHOCYTIC CHORIOMENINGITIS,4
A878,OTHER VIRAL MENINGITIS,OTHER VIRAL MENINGITIS,4
A879,"VIRAL MENINGITIS, UNSPECIFIED","VIRAL MENINGITIS, UNSPECIFIED",4
A88,"OTHER VIRAL INFECTIONS OF THE CENTRAL NERVOUS SYSTEM, NEC","OTHER VIRAL INFECTIONS OF THE CENTRAL NERVOUS SYSTEM, NEC",3
A880,ENTEROVIRAL EXANTHEMATOUS FEVER [BOSTON EXANTHEM],ENTEROVIRAL EXANTHEMATOUS FEVER [BOSTON EXANTHEM],4
A881,EPIDEMIC VERTIGO,EPIDEMIC VERTIGO,4
A888,OTHER SPECIFIED VIRAL INFECTIONS OF CENTRAL NERVOUS SYSTEM,OTHER SPECIFIED VIRAL INFECTIONS OF CENTRAL NERVOUS SYSTEM,4
A89,UNSPECIFIED VIRAL INFECTION OF THE CENTRAL NERVOUS SYSTEM,UNSPECIFIED VIRAL INFECTION OF THE CENTRAL NERVOUS SYSTEM,3
A89X,UNSPECIFIED VIRAL INFECTION OF THE CENTRAL NERVOUS SYSTEM,UNSPECIFIED VIRAL INFECTION OF THE CENTRAL NERVOUS SYSTEM,4
A90,ARTHROPOD-BORNE VIRAL FEVERS AND VIRAL HAEMORRHAGIC FEVERS,ARTHROPOD-BORNE VIRAL FEVERS AND VIRAL HAEMORRHAGIC FEVERS,3
A90X,DENGUE FEVER [CLASSICAL DENGUE],DENGUE FEVER [CLASSICAL DENGUE],4
A91,DENGUE HAEMORRHAGIC FEVER,DENGUE HAEMORRHAGIC FEVER,3
A91X,DENGUE HAEMORRHAGIC FEVER,DENGUE HAEMORRHAGIC FEVER,4
A92,OTHER MOSQUITO-BORNE VIRAL FEVERS,OTHER MOSQUITO-BORNE VIRAL FEVERS,3
A920,CHIKUNGUNYA VIRUS DISEASE,CHIKUNGUNYA VIRUS DISEASE,4
A921,O'NYONG-NYONG FEVER,O'NYONG-NYONG FEVER,4
A922,VENEZUELAN EQUINE FEVER,VENEZUELAN EQUINE FEVER,4
A923,WEST NILE VIRUS INFECTION,WEST VIRUS INFECTION,4
A924,RIFT VALLEY FEVER,RIFT VALLEY FEVER,4
A928,OTHER SPECIFIED MOSQUITO-BORNE VIRAL FEVERS,OTHER SPECIFIED MOSQUITO-BORNE VIRAL FEVERS,4
A929,"MOSQUITO-BORNE VIRAL FEVER, UNSPECIFIED","MOSQUITO-BORNE VIRAL FEVER, UNSPECIFIED",4
A93,"OTHER ARTHROPOD-BORNE VIRAL FEVERS, NOT ELSEWHERE CLASSIFIED","OTHER ARTHROPOD-BORNE VIRAL FEVERS, NOT ELSEWHERE CLASSIFIED",3
A930,OROPOUCHE VIRUS DISEASE,OROPOUCHE VIRUS DISEASE,4
A931,SANDFLY FEVER,SANDFLY FEVER,4
A932,COLORADO TICK FEVER,COLORADO TICK FEVER,4
A938,OTHER SPECIFIED ARTHROPOD-BORNE VIRAL FEVERS,OTHER SPECIFIED ARTHROPOD-BORNE VIRAL FEVERS,4
A94,UNSPECIFIED ARTHROPOD-BORNE VIRAL FEVER,UNSPECIFIED ARTHROPOD-BORNE VIRAL FEVER,3
A94X,UNSPECIFIED ARTHROPOD-BORNE VIRAL FEVER,UNSPECIFIED ARTHROPOD-BORNE VIRAL FEVER,4
A95,YELLOW FEVER,YELLOW FEVER,3
A950,SYLVATIC YELLOW FEVER,SYLVATIC YELLOW FEVER,4
A951,URBAN YELLOW FEVER,URBAN YELLOW FEVER,4
A959,"YELLOW FEVER, UNSPECIFIED","YELLOW FEVER, UNSPECIFIED",4
A96,ARENAVIRAL HAEMORRHAGIC FEVER,ARENAVIRAL HAEMORRHAGIC FEVER,3
A960,JUNIN HAEMORRHAGIC FEVER,JUNIN HAEMORRHAGIC FEVER,4
A961,MACHUPO HAEMORRHAGIC FEVER,MACHUPO HAEMORRHAGIC FEVER,4
A962,LASSA FEVER,LASSA FEVER,4
A968,OTHER ARENAVIRAL HAEMORRHAGIC FEVERS,OTHER ARENAVIRAL HAEMORRHAGIC FEVERS,4
A969,"ARENAVIRAL HAEMORRHAGIC FEVER, UNSPECIFIED","ARENAVIRAL HAEMORRHAGIC FEVER, UNSPECIFIED",4
A97,DENGUE,DENGUE,3
A970,DENGUE WITHOUT WARNING SIGNS,DENGUE WITHOUT WARNING SIGNS,4
A971,DENGUE WITH WARNING SIGNS,DENGUE WITH WARNING SIGNS,4
A972,SEVERE DENGUE,SEVERE DENGUE,4
A979,"DENGUE, UNSPECIFIED","DENGUE, UNSPECIFIED",4
A98,"OTHER VIRAL HAEMORRHAGIC FEVERS, NOT ELSEWHERE CLASSIFIED","OTHER VIRAL HAEMORRHAGIC FEVERS, NOT ELSEWHERE CLASSIFIED",3
A980,CRIMEAN-CONGO HAEMORRHAGIC FEVER,CRIMEAN-CONGO HAEMORRHAGIC FEVER,4
A981,OMSK HAEMORRHAGIC FEVER,OMSK HAEMORRHAGIC FEVER,4
A982,KYASANUR FOREST DISEASE,KYASANUR FOREST DISEASE,4
A983,MARBURG VIRUS DISEASE,MARBURG VIRUS DISEASE,4
A984,EBOLA VIRUS DISEASE,EBOLA VIRUS DISEASE,4
A985,HAEMORRHAGIC FEVER WITH RENAL SYNDROME,HAEMORRHAGIC FEVER WITH RENAL SYNDROME,4
A988,OTHER SPECIFIED VIRAL HAEMORRHAGIC FEVERS,OTHER SPECIFIED VIRAL HAEMORRHAGIC FEVERS,4
A99,UNSPECIFIED VIRAL HAEMORRHAGIC FEVER,UNSPECIFIED VIRAL HAEMORRHAGIC FEVER,3
A99X,UNSPECIFIED VIRAL HAEMORRHAGIC FEVER,UNSPECIFIED VIRAL HAEMORRHAGIC FEVER,4
B00,HERPESVIRAL [HERPES SIMPLEX] INFECTIONS,HERPESVIRAL [HERPES SIMPLEX] INFECTIONS,3
B000,ECZEMA HERPETICUM,ECZEMA HERPETICUM,4
B001,HERPESVIRAL VESICULAR DERMATITIS,HERPESVIRAL VESICULAR DERMATITIS,4
B002,HERPESVIRAL GINGIVOSTOMATITIS AND PHARYNGOTONSILLITIS,HERPESVIRAL GINGIVOSTOMATITIS AND PHARYNGOTONSILLITIS,4
B003,HERPESVIRAL MENINGITIS,HERPESVIRAL MENINGITIS,4
B004,HERPESVIRAL ENCEPHALITIS,HERPESVIRAL ENCEPHALITIS,4
